,word,wakachi,category
7089,メン棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7090,面棒,面,"['Food', 'Geometry', 'Food', 'American thriller series', 'Dish']"
7091,面棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7092,麺ぼう,麺,"['Food', 'Cooking utensil', 'Ramen restaurant in Yamatotakada, Japan', 'Dish', 'Company']"
7093,麺ぼう,ぼう,"['Topic', 'Japanese actress', '2012 film', 'Rapper', 'Japanese voice actress']"
7094,のし棒,のし,"['Film', 'Social networking service', 'E-commerce company', 'Film', 'Broadcast genre']"
7095,のし棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7096,棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7097,面貌,面貌,"['Film genre', 'Religious text', 'Topic', 'Street artist', '2008 film']"
7098,木棒,木,"['Plants', 'Food', 'Topic', 'Plants', 'Fruit']"
7099,木棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7100,のしぼう,のし,"['Film', 'Social networking service', 'E-commerce company', 'Film', 'Broadcast genre']"
7101,のしぼう,ぼう,"['Topic', 'Japanese actress', '2012 film', 'Rapper', 'Japanese voice actress']"
7102,すり鉢,すり鉢,['Topic']
7103,すりばち,すりばち,[]
7104,あたり鉢,あたり,"['Website', 'Portal', 'Company', 'Topic', 'List']"
7105,あたり鉢,鉢,"['Topic', 'Topic', 'Animal', 'Plants', 'Topic']"
7106,当たり鉢,当たり,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7107,当たり鉢,鉢,"['Topic', 'Topic', 'Animal', 'Plants', 'Topic']"
7108,すりこぎ棒,すり,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7109,すりこぎ棒,こぎ,"['Play by Francis Beaumont', 'Ophthalmologist in Nara, Japan']"
7110,すりこぎ棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7111,すりこぎ,すり,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7112,すりこぎ,こぎ,"['Play by Francis Beaumont', 'Ophthalmologist in Nara, Japan']"
7113,スリコギ,スリコギ,[]
7114,すりこ木,すりこ木,[]
7115,すり棒,すり,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7116,すり棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7117,スリ棒,スリ,"['Country in South Asia', 'Topic', 'Film', 'Rock band', 'Indian film director']"
7118,スリ棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7119,すり鉢棒,すり鉢,['Topic']
7120,すり鉢棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7121,つぶし棒,つぶし,"['Topic', 'Park in Matsubushi, Japan']"
7122,つぶし棒,棒,"['Topic', 'Topic', 'Baseball league', 'Topic', 'Sex toy']"
7123,ミキサー,ミキサー,"['Topic', 'Topic', 'Topic', 'Folk by David W. Guion', 'Topic']"
7124,伝動ミキサー,伝動,"['Manufacturer in New Taipei City, Taiwan', 'Topic']"
7125,伝動ミキサー,ミキサー,"['Topic', 'Topic', 'Topic', 'Folk by David W. Guion', 'Topic']"
7126,ハンドミキサー,ハンド,"['Film', '2014 film', 'American drama series', 'Topic', 'Unit']"
7127,ハンドミキサー,ミキサー,"['Topic', 'Topic', 'Topic', 'Folk by David W. Guion', 'Topic']"
7128,ハンドミキサー,ハンド,"['Film', '2014 film', 'American drama series', 'Topic', 'Unit']"
7129,ハンドミキサー,ミキサー,"['Topic', 'Topic', 'Topic', 'Folk by David W. Guion', 'Topic']"
7130,ハンディミキサー,ハンディ,"['Topic', 'Topic', 'Composer', 'Topic', 'Topic']"
7131,ハンディミキサー,ミキサー,"['Topic', 'Topic', 'Topic', 'Folk by David W. Guion', 'Topic']"
7132,マルチミキサー,マルチ,"['Topic', 'Topic', 'Automobile manufacturer', 'Topic', 'Topic']"
7133,マルチミキサー,ミキサー,"['Topic', 'Topic', 'Topic', 'Folk by David W. Guion', 'Topic']"
7134,ミルミキサー,ミル,"['Unit of length', 'American rapper', 'Topic', 'Unit of angle', 'Topic']"
7135,ミルミキサー,ミキサー,"['Topic', 'Topic', 'Topic', 'Folk by David W. Guion', 'Topic']"
7136,スティックミキサー,スティック,"['2003 film', '2002 film', 'Musical instrument', 'Publishing company', 'British artist']"
7137,スティックミキサー,ミキサー,"['Topic', 'Topic', 'Topic', 'Folk by David W. Guion', 'Topic']"
7138,フードプロセッサー,フード,"['Topic', 'Television channel', 'Topic', 'Food', 'American chef']"
7139,フードプロセッサー,プロセッサー,"['Topic', 'Computer', 'Meat wholesaler in San Angelo, Texas']"
7140,フードぷろせっさー,フード,"['Topic', 'Television channel', 'Topic', 'Food', 'American chef']"
7141,フードぷろせっさー,ぷろせっさ,[]
7142,フードぷろせっさー,ー,"['2018 film', 'Company', 'Topic', 'Japanese YouTuber', 'Japanese actress']"
7143,フードプロセッサ,フード,"['Topic', 'Television channel', 'Topic', 'Food', 'American chef']"
7144,フードプロセッサ,プロセッサ,"['Computing', 'Topic', 'Topic', 'Topic', 'Topic']"
7145,フードプロッセサー,フードプロッセサー,[]
7146,フードプロッセッサー,フードプロッセッサー,[]
7147,フードフーロセッサー,フードフーロセッサー,[]
7148,フードプレッサー,フードプレッサー,[]
7149,フープロ,フー,"['Television programme', 'Rock band', 'Rock band', 'Theme park in Les Epesses, France', 'Chinese actor']"
7150,フープロ,プロ,"['Topic', 'Sports association', 'Computer', 'Topic', 'Computer']"
7151,ＦＰ,ＦＰ,"['Topic', 'Sweden', 'Political party', 'Topic', 'Disease']"
7152,FP,FP,"['Topic', 'Sweden', 'Political party', 'Topic', 'Disease']"
7153,ハンディプロセッサー,ハンディ,"['Topic', 'Topic', 'Composer', 'Topic', 'Topic']"
7154,ハンディプロセッサー,プロセッサー,"['Topic', 'Computer', 'Meat wholesaler in San Angelo, Texas']"
7155,プロセッサー,プロセッサー,"['Topic', 'Computer', 'Meat wholesaler in San Angelo, Texas']"
7156,ハンドブレンダー,ハンドブレンダー,[]
7157,ハンディーブレンダー,ハンディーブレンダー,[]
7158,マルチブレンダー,マルチブレンダー,[]
7159,ブレンダー,ブレンダー,"['American vocalist', 'Topic', 'Singer', 'Mountain in Germany', 'Song by Bobby V']"
7160,マジックブレット,マジックブレット,['Topic']
7161,バーミックス,バー,"['Drinking establishment type', 'Film', 'Occupation', 'Restaurant company', 'Fictional character']"
7162,バーミックス,ミックス,"['Topic', 'Boy band', 'Topic', 'Topic', 'Fruit']"
7163,フードミル,フード,"['Topic', 'Television channel', 'Topic', 'Food', 'American chef']"
7164,フードミル,ミル,"['Unit of length', 'American rapper', 'Topic', 'Unit of angle', 'Topic']"
7165,ミル,ミル,"['Unit of length', 'American rapper', 'Topic', 'Unit of angle', 'Topic']"
7166,ミルサー,ミル,"['Unit of length', 'American rapper', 'Topic', 'Unit of angle', 'Topic']"
7167,ミルサー,サー,"['Former British Prime Minister', 'Former British Prime Minister', 'Former British Prime Minister', 'Topic', 'Company']"
7168,マルチクイック,マルチ,"['Topic', 'Topic', 'Automobile manufacturer', 'Topic', 'Topic']"
7169,マルチクイック,クイック,"['1990 film', 'Retail company', '2011 film', 'Mortgage loan company', 'Convenience store company']"
7170,泡だて器,泡,"['Lake type', 'Topic', 'Chewing gum', 'Topic', 'Book character']"
7171,泡だて器,器,"['Topic', 'Topic', 'Topic', 'Web browser', 'Topic']"
7172,泡たて器,泡,"['Lake type', 'Topic', 'Chewing gum', 'Topic', 'Book character']"
7173,泡たて器,たて,"['Topic', 'Broadcast genre']"
7174,泡たて器,器,"['Topic', 'Topic', 'Topic', 'Web browser', 'Topic']"
7175,泡立て器,器,"['Topic', 'Topic', 'Topic', 'Web browser', 'Topic']"
7176,泡立器,泡,"['Lake type', 'Topic', 'Chewing gum', 'Topic', 'Book character']"
7177,泡立器,立,"['Unit of volume', 'Topic', 'Country in East Africa', 'Country in the Caribbean', 'City in Alberta, Canada']"
7178,泡立器,器,"['Topic', 'Topic', 'Topic', 'Web browser', 'Topic']"
7179,あわ立て器,あわ,"['Bank', 'Topic', 'Airport in Matsushige, Japan', 'Topic', 'Topic']"
7180,あわ立て器,立て,"['Topic', 'Topic', 'American singer-songwriter', 'Manga series', 'Topic']"
7181,あわ立て器,器,"['Topic', 'Topic', 'Topic', 'Web browser', 'Topic']"
7182,マッシャー,マッシャー,"['Topic', 'Australian-German television actor', 'Mountain', 'Fictional superhero', 'City in Iran']"
7183,マッシャ－,マッシャ,['Island in the Bahamas']
7184,マッシャ-,マッシャ,['Island in the Bahamas']
7185,マッシャ-,-,"['Topic', 'Chemical element', 'Topic', 'Topic', 'Topic']"
7186,マーシャー,マーシャー,[]
7187,マッシャ,マッシャ,['Island in the Bahamas']
7188,ポテトマッシャー,ポテトマッシャー,[]
7189,計量器,計量,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7190,計量器,器,"['Topic', 'Topic', 'Topic', 'Web browser', 'Topic']"
7191,量り,量り,[]
7192,秤,秤,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7193,計り,計り,"['American musician', 'Automobile model', 'Topic']"
7194,計量計,計量,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7195,計量計,計,"['Topic', '2018 film', 'Measuring device', 'Topic', 'Topic']"
7196,軽量計,軽量,"['Transit service type', 'Topic', 'Topic', 'Topic', 'Topic']"
7197,軽量計,計,"['Topic', '2018 film', 'Measuring device', 'Topic', 'Topic']"
7198,デジタルスケール,デジタル,"['1950 film', 'Topic', 'Topic', 'Camera format', 'Company']"
7199,デジタルスケール,スケール,"['2017 film', 'Topic', 'Topic', 'Topic', 'Topic']"
7200,キッチンスケール,キッチン,"['Topic', 'Russian comedy series', 'Fast food restaurant company', 'Topic', 'American television series']"
7201,キッチンスケール,スケール,"['2017 film', 'Topic', 'Topic', 'Topic', 'Topic']"
7202,計量カップ,計量,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7203,計量カップ,カップ,"['Topic', 'Football tournament', 'Football cup', 'Coffee drink', 'Football competition']"
7204,軽量カップ,軽量,"['Transit service type', 'Topic', 'Topic', 'Topic', 'Topic']"
7205,軽量カップ,カップ,"['Topic', 'Football tournament', 'Football cup', 'Coffee drink', 'Football competition']"
7206,カップ,カップ,"['Topic', 'Football tournament', 'Football cup', 'Coffee drink', 'Football competition']"
7207,蓋,蓋,"['Topic', 'Clothing retail company', 'American business magnate', 'Israeli actress', 'Clothing company']"
7208,ふた,ふた,"['Sumo wrestler', 'Astrology', 'Knot', 'Video game', 'Medical clinic in Funabashi, Japan']"
7209,フタ,フタ,"['Topic', 'Japanese footballer', 'Village in Poland', 'Animal', 'Shinto shrine in Nikko, Japan']"
7210,落し蓋,落し蓋,[]
7211,落とし蓋,蓋,"['Topic', 'Clothing retail company', 'American business magnate', 'Israeli actress', 'Clothing company']"
7212,落としぶた,落としぶた,[]
7213,落としブタ,ブタ,"['Animal', 'Animal', 'Novel series', 'Topic', 'Japanese television show']"
7214,鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7215,ナベ,ナベ,"['Baseball player', 'Actor', 'Japanese football player', 'Town in India', 'Japanese inn with hot spring in Kisosaki, Japan']"
7216,小鍋,小,"['School category', 'Reptile', 'Topic', 'Topic', 'Body water']"
7217,小鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7218,なべ,なべ,"['Izakaya restaurant in Osaka, Japan', 'Ski resort in Toyooka, Japan', 'Ski resort in Toyooka, Japan', 'Japanese football player', 'Izakaya restaurant in Fukuoka, Japan']"
7219,手鍋,手鍋,[]
7220,中華なべ,中華,"['Country in East Asia', 'Cuisine', 'Chinese special administrative region', 'Topic', 'Chinese special administrative region']"
7221,おなべ,おなべ,"['Bar in Tokyo, Japan']"
7222,中華鍋,中華,"['Country in East Asia', 'Cuisine', 'Chinese special administrative region', 'Topic', 'Chinese special administrative region']"
7223,中華鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7224,中華なべ,中華,"['Country in East Asia', 'Cuisine', 'Chinese special administrative region', 'Topic', 'Chinese special administrative region']"
7225,お鍋,お鍋,[]
7226,タジン鍋,タジン,"['Dish', 'Politician', 'Moroccan restaurant in Tokyo, Japan', 'Hotel in New Bagan, Myanmar (Burma)']"
7227,タジン鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7228,圧力なべ,圧力,"['Topic', 'Drug class', 'Topic', 'Topic', 'Topic']"
7229,土鍋,土鍋,"['Topic', 'Topic']"
7230,タジン,タジン,"['Dish', 'Politician', 'Moroccan restaurant in Tokyo, Japan', 'Hotel in New Bagan, Myanmar (Burma)']"
7231,平鍋,平鍋,['Topic']
7232,圧力鍋,圧力,"['Topic', 'Drug class', 'Topic', 'Topic', 'Topic']"
7233,圧力鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7234,すき焼き鍋,すき焼き,"['Dish', 'Hotel in Osaka, Japan', 'Shabu-shabu restaurant in Tokyo, Japan', 'Shabu-shabu restaurant in Kyoto, Japan', 'Shabu-shabu restaurant in Tokyo, Japan']"
7235,すき焼き鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7236,パスタ鍋,パスタ,"['Food', 'Topic', 'Salad', 'Actress', 'Topic']"
7237,パスタ鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7238,活力鍋,活力,"['Beverage', 'Hotel in marjeke Toplice, Slovenia', 'Topic', '1999 film', '1956 film']"
7239,活力鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7240,煮込み鍋,煮込み,"['Food', 'Dish', 'Topic', 'Topic', 'Meat dish restaurant in Tokyo, Japan']"
7241,煮込み鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7242,テフロン鍋,テフロン,[]
7243,テフロン鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7244,厚手鍋,厚手,[]
7245,厚手鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7246,保温鍋,保温,"['Topic', 'Topic', 'Topic']"
7247,保温鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7248,ホーロー鍋,ホーロー,"['Topic', 'Park in Miami-Dade County, Florida', 'Topic', 'Mountain in Germany']"
7249,ホーロー鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7250,ホウロウ鍋,ホウロウ,"['Hot spring hotel in Atami, Japan']"
7251,ホウロウ鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7252,無水鍋,無水,"['Topic', 'Topic', 'Chemical compound', 'Chemical compound', 'Topic']"
7253,無水鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7254,カレー鍋,カレー,"['Dish', 'City in France', 'Dish', 'Dish', 'Plants']"
7255,カレー鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7256,調理鍋,調理,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7257,調理鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7258,親子鍋,親子,"['Family entertainment center company', 'Topic', 'Dish', 'Topic', 'Animated series']"
7259,親子鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7260,ストウブ鍋,ストウブ,"['Cookware', 'American actress', 'Village in England', 'Restaurant in Wakayama, Japan']"
7261,ストウブ鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7262,鉄鍋,鉄,"['Chemical element', 'Film', 'Topic', 'Topic', 'Topic']"
7263,鉄鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7264,天ぷら鍋,天ぷら,"['Dish', 'Tempura restaurant in Kobe, Japan', 'Tempura restaurant in Fukuoka, Japan', 'Tempura restaurant in Tokyo, Japan', 'Topic']"
7265,天ぷら鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7266,シリコンスチーム鍋,シリコン,"['1999 film', 'Region in California', 'American comedy series', 'Topic', 'Field of study']"
7267,シリコンスチーム鍋,スチーム,"['Literary genre', 'Municipality in Colorado', 'Company', 'Ski area in Steamboat Springs, Colorado', '2004 film']"
7268,シリコンスチーム鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7269,シリコン鍋,シリコン,"['1999 film', 'Region in California', 'American comedy series', 'Topic', 'Field of study']"
7270,シリコン鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7271,スープ鍋,スープ,"['Type of dish', 'Soup', 'Topic', 'Topic', 'Topic']"
7272,スープ鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7273,揚げ物鍋,揚げ物,['Cooking method']
7274,揚げ物鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7275,ステン無水鍋,ステン,"['Topic', 'Newspaper', 'American actress', 'Fashion designer', 'Topic']"
7276,ステン無水鍋,無水,"['Topic', 'Topic', 'Chemical compound', 'Chemical compound', 'Topic']"
7277,ステン無水鍋,鍋,"['Topic', 'Dish', 'Cooking appliance', 'Cooking appliance', 'Cooking appliance']"
7278,ミルクパン,ミルク,"['Film', 'Musical group', 'Film', 'Topic', 'Topic']"
7279,ミルクパン,パン,"['Food', '1953 film', 'God', 'Food', 'Topic']"
7280,ソースパン,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
7281,ソースパン,パン,"['Food', '1953 film', 'God', 'Food', 'Topic']"
7282,炊飯器,炊飯,['Cooking appliance']
7283,炊飯器,器,"['Topic', 'Topic', 'Topic', 'Web browser', 'Topic']"
7284,炊飯機,炊飯,['Cooking appliance']
7285,炊飯機,機,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7286,炊飯釜,炊飯,['Cooking appliance']
7287,炊飯釜,釜,"['Topic', 'City in South Korea', 'Topic', 'Dish', 'Topic']"
7288,ジャー,ジャー,"['Film', '2014 film', 'Company', 'Mobile telecommunication company', 'Footballer']"
7289,炊飯ジャー,炊飯,['Cooking appliance']
7290,炊飯ジャー,ジャー,"['Film', '2014 film', 'Company', 'Mobile telecommunication company', 'Footballer']"
7291,釜,釜,"['Topic', 'City in South Korea', 'Topic', 'Dish', 'Topic']"
7292,内釜,内,"['American actress', 'Italian footballer', 'German musician', 'Italian television host', 'Iranian film actress']"
7293,内釜,釜,"['Topic', 'City in South Korea', 'Topic', 'Dish', 'Topic']"
7294,バット,バット,"['Sports equipment', 'Actress', 'Animal', 'Medication', 'Fictional superhero']"
7295,バッド,バッド,"['1995 film', '2011 film', 'Film', '2015 film', '2001 film']"
7296,パッド,パッド,"['Product line', 'Computer', 'Computer', 'Topic', 'Computer']"
7297,調理バット,調理,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
7298,調理バット,バット,"['Sports equipment', 'Actress', 'Animal', 'Medication', 'Fictional superhero']"
7299,アルミバット,アルミ,"['Chemical element', 'Topic', 'Topic', 'Topic', 'Football club']"
7300,アルミバット,バット,"['Sports equipment', 'Actress', 'Animal', 'Medication', 'Fictional superhero']"
7301,水切りバット,水切り,['Game']
7302,水切りバット,バット,"['Sports equipment', 'Actress', 'Animal', 'Medication', 'Fictional superhero']"
7303,料理用バット,料理,"['Film', 'Topic', 'Topic', 'Field of study', 'Cuisine']"
7304,料理用バット,用,"['Topic', 'Social networking service', 'Topic']"
7305,料理用バット,バット,"['Sports equipment', 'Actress', 'Animal', 'Medication', 'Fictional superhero']"
7306,ホーローバット,ホーローバット,[]
7307,キッチンバット,キッチン,"['Topic', 'Russian comedy series', 'Fast food restaurant company', 'Topic', 'American television series']"
7308,キッチンバット,バット,"['Sports equipment', 'Actress', 'Animal', 'Medication', 'Fictional superhero']"
7309,オーブンバッド,オーブンバッド,[]
7310,オーブンパッド,オーブン,"['Topic', 'Cafe in Sendai, Japan', 'Topic', 'Topic', 'Actor']"
7311,オーブンパッド,パッド,"['Product line', 'Computer', 'Computer', 'Topic', 'Computer']"
7312,ステンレスバット,ステンレス,"['Topic', 'Topic', 'Topic', 'Topic']"
7313,ステンレスバット,バット,"['Sports equipment', 'Actress', 'Animal', 'Medication', 'Fictional superhero']"
7314,天板,天,"['Film', 'Unit of time', 'Downloadable software', 'Topic', 'Topic']"
7315,天板,板,"['Exercise', 'Topic', 'Wood', 'Topic', 'Topic']"
7316,天版,天,"['Film', 'Unit of time', 'Downloadable software', 'Topic', 'Topic']"
7317,天版,版,"['2018 film', '2018 film', '2013 film', '2012 film', '2016 film']"
7318,天パン,天,"['Film', 'Unit of time', 'Downloadable software', 'Topic', 'Topic']"
7319,天パン,パン,"['Food', '1953 film', 'God', 'Food', 'Topic']"
7320,テンパン,テン,"['Japanese volleyball player', 'Film', 'Thai singer', 'Animal', 'Indian cricketer']"
7321,テンパン,パン,"['Food', '1953 film', 'God', 'Food', 'Topic']"
7322,鉄板,鉄板,"['Topic', '2007 film', 'Cuisine', 'Topic', '2007 film']"
7323,トレイ,トレイ,"['Topic', 'American basketball player', 'American singer-songwriter', 'Actor', 'American basketball player']"
7324,耐熱トレイ,耐熱,"['Topic', 'Topic']"
7325,耐熱トレイ,トレイ,"['Topic', 'American basketball player', 'American singer-songwriter', 'Actor', 'American basketball player']"
7326,オーブントレー,オーブン,"['Topic', 'Cafe in Sendai, Japan', 'Topic', 'Topic', 'Actor']"
7327,オーブントレー,トレー,"['Company', 'TV network', 'Disease', 'Baseball team', 'Town in Germany']"
7328,オーブン皿,オーブン,"['Topic', 'Cafe in Sendai, Japan', 'Topic', 'Topic', 'Actor']"
7329,オーブン皿,皿,"['Dishware', 'Food', 'Laboratory glassware', 'Topic', 'Laboratory glassware']"
7330,オーブン用角皿,オーブン,"['Topic', 'Cafe in Sendai, Japan', 'Topic', 'Topic', 'Actor']"
7331,オーブン用角皿,用,"['Topic', 'Social networking service', 'Topic']"
7332,オーブン用角皿,角,"['Topic', 'Film', 'Topic', 'Animal', 'Mythical creature']"
7333,オーブン用角皿,皿,"['Dishware', 'Food', 'Laboratory glassware', 'Topic', 'Laboratory glassware']"
7334,ターンテーブル,ターン,"['Topic', 'Deity', 'Topic', 'Topic', 'Topic']"
7335,ターンテーブル,テーブル,"['Furniture', 'Topic', 'Company', 'Topic', 'Cultivated edible plant']"
7336,ホイル,ホイル,"['Metal', 'Topic', 'Topic', 'Topic', 'British astronomer']"
7337,アルミホイル,アルミホイル,['Metal']
7338,アルミ箔,アルミ,"['Chemical element', 'Topic', 'Topic', 'Topic', 'Football club']"
7339,アルミ箔,箔,"['Topic', 'Topic', 'Metal', 'Topic', 'Countermeasure']"
7340,あるみ箔,み,"['Kana', 'Topic', 'Japanese idol', 'Pornographic actress', 'Dental clinic in Tokyo, Japan']"
7341,あるみ箔,箔,"['Topic', 'Topic', 'Metal', 'Topic', 'Countermeasure']"
7342,アルミフォイル,アルミフォイル,[]
7343,アルミ,アルミ,"['Chemical element', 'Topic', 'Topic', 'Topic', 'Football club']"
7344,アルミホイール,アルミ,"['Chemical element', 'Topic', 'Topic', 'Topic', 'Football club']"
7345,アルミホイール,ホイール,"['Topic', 'Television network', 'American television show', 'Equipment', 'Topic']"
7346,アルミハク,アルミ,"['Chemical element', 'Topic', 'Topic', 'Topic', 'Football club']"
7347,アルミハク,ハク,"['Fictional character', 'Museum in Tokyo, Japan', 'Museum in Tokyo, Japan', 'Medical center in Almaty, Kazakhstan', 'Wrestler']"
7348,フォイル,フォイル,"['Topic', 'British drama series', 'Topic', 'Political party', 'Town in Oklahoma']"
7349,銀紙,銀紙,[]
7350,クッキングホイル,クッキング,"['Cooking show', 'Topic', 'Company', 'Video game', 'TV program']"
7351,クッキングホイル,ホイル,"['Metal', 'Topic', 'Topic', 'Topic', 'British astronomer']"
7352,クッキングシート,クッキング,"['Cooking show', 'Topic', 'Company', 'Video game', 'TV program']"
7353,クッキングシート,シート,"['Song by Daddy Yankee, Erika Ender, and Luis Fonsi', 'Topic', 'Topic', 'Topic', 'Topic']"
7354,オーブンシート,オーブン,"['Topic', 'Cafe in Sendai, Japan', 'Topic', 'Topic', 'Actor']"
7355,オーブンシート,シート,"['Song by Daddy Yankee, Erika Ender, and Luis Fonsi', 'Topic', 'Topic', 'Topic', 'Topic']"
7356,オーブンペーパー,オーブン,"['Topic', 'Cafe in Sendai, Japan', 'Topic', 'Topic', 'Actor']"
7357,オーブンペーパー,ペーパー,"['Film', '2012 film', 'Topic', 'Topic', 'Topic']"
7358,ベーキングシート,ベーキングシート,[]
7359,オーブン用シート,オーブン,"['Topic', 'Cafe in Sendai, Japan', 'Topic', 'Topic', 'Actor']"
7360,オーブン用シート,用,"['Topic', 'Social networking service', 'Topic']"
7361,オーブン用シート,シート,"['Song by Daddy Yankee, Erika Ender, and Luis Fonsi', 'Topic', 'Topic', 'Topic', 'Topic']"
7362,ベーキングペーパー,ベーキングペーパー,[]
7363,レンジシート,レンジ,"['Automobile model', 'Topic', 'Statistics', 'Topic', 'Topic']"
7364,レンジシート,シート,"['Song by Daddy Yankee, Erika Ender, and Luis Fonsi', 'Topic', 'Topic', 'Topic', 'Topic']"
7365,クッキングーシト,クッキングーシト,[]
7366,クッキングーシト,クッキングーシト,[]
7367,ベーキング・シート,ベーキング・シート,[]
7368,バーキングペーパー,バーキングペーパー,[]
7369,オーブンマット,オーブン,"['Topic', 'Cafe in Sendai, Japan', 'Topic', 'Topic', 'Actor']"
7370,オーブンマット,マット,"['Topic', 'Topic', 'Gymnastics', 'American actor', 'American actor']"
7371,ベーキングペパー,ベーキングペパー,[]
7372,オ-ブンペーパー,オ,"['Newspaper', 'American television host', 'Dessert', 'City in Spain', 'Singer-songwriter']"
7373,オ-ブンペーパー,-,"['Topic', 'Chemical element', 'Topic', 'Topic', 'Topic']"
7374,オ-ブンペーパー,ブンペーパー,[]
7375,ベイキングシート,ベイキングシート,[]
7376,オーブンベーパー,オーブンベーパー,[]
7377,オーフンシート,オーフンシート,[]
7378,クックシート,クック,"['2016 film', 'Businessman', 'County in Illinois', 'Charter airline', 'Actress']"
7379,クックシート,シート,"['Song by Daddy Yankee, Erika Ender, and Luis Fonsi', 'Topic', 'Topic', 'Topic', 'Topic']"
7380,ベイキングペーパー,ベイキングペーパー,[]
7381,オーブンパーパー,オーブンパーパー,[]
7382,ケーキ用ペーパー,ケーキ,"['Type of dish', 'Cake', 'Cake', 'Topic', 'Dessert']"
7383,ケーキ用ペーパー,用,"['Topic', 'Social networking service', 'Topic']"
7384,ケーキ用ペーパー,ペーパー,"['Film', '2012 film', 'Topic', 'Topic', 'Topic']"
7385,オーブンぺーパー,オーブン,"['Topic', 'Cafe in Sendai, Japan', 'Topic', 'Topic', 'Actor']"
7386,オーブンぺーパー,ぺ,"['Japanese voice actress', 'Topic', 'Japanese actress', 'Japanese voice actress', 'Japanese idol']"
7387,オーブンぺーパー,ーパー,[]
